Дата свершения транзакции;Идентификатор акции;Маркер контрольной группы;Идентификатор клиента;Идентификатор свершенной транзакции;Оборот по транзакции (рубли + бонусы);Оборот по транзакции (рубли);Сумма начисленных бонусов по транзакции
01.01.2020 17:51;Целевая 7% на Новых;false;213162945;106979412198;325;162,66;4,87
28.12.2019 14:20;Целевая 7% на Новых;false;271832653;106569689098;132;132,07;9,25
30.12.2019 12:42;Целевая 7% на Новых;false;213242371;106778887023;55;55,09;3,86
27.12.2019 13:56;Целевая 7% на Новых;false;215494390;106437586297;1 636;817,87;57,25
12.12.2019 18:07;Целевая 7% на Новых;false;213351627;104915322628;198;197,76;13,84
20.12.2019 17:37;Целевая 7% на Новых;false;221093213;105704391152;1 299;744,42;52,11
20.12.2019 13:40;Целевая 7% на Новых;false;219884756;105681829722;225;112,44;7,87
23.12.2019 19:14;Целевая 7% на Новых;false;254840732;106033374748;8;8,48;0,59
10.12.2019 16:58;Целевая 7% на Новых;false;212659858;104702235671;51;50,85;3,56
24.12.2019 13:25;Контрольная 7% на Новых;true;213958063;106111067368;55;28,25;0,85
26.12.2019 11:42;Целевая 6% на Отток;false;212794862;106290481617;616;307,94;18,48
16.12.2019 9:55;Целевая 7% на Новых;false;235283551;105257406951;7;7,06;0,49
16.12.2019 18:47;Целевая 7% на Новых;false;213004670;105299730380;182;91,82;6,43
16.12.2019 18:13;Целевая 7% на Новых;false;213308649;105296495340;4 096;2 048,21;143,37
10.12.2019 20:58;Целевая 6% на Отток;false;220915113;104722700092;169;168,80;10,14
29.12.2019 17:35;Целевая 7% на Новых;false;218743278;106705686461;1 357;1 357,47;40,72
29.12.2019 14:28;Целевая 7% на Новых;false;225353507;106689725638;2 198;1 777,14;124,39
05.12.2019 9:10;Целевая 7% на Новых;false;213540470;104129435856;174;88,14;6,17
05.12.2019 12:17;Целевая 7% на Новых;false;223880590;104139740021;703;415,25;29,07
28.12.2019 10:32;Целевая 7% на Новых;false;218151346;106548503983;921;461,62;32,31
19.12.2019 11:49;Целевая 6% на Отток;false;202755307;105537893268;130;129,96;7,80
26.12.2019 12:31;Контрольная 7% на Новых;true;213553810;106293929612;394;197,76;5,93
10.12.2019 19:07;Целевая 7% на Новых;false;228160664;104712519746;1 300;649,92;45,48
29.12.2019 15:16;Целевая 7% на Новых;false;304250106;106693910709;438;218,95;15,33
01.01.2020 12:56;Целевая 7% на Новых;false;212920873;106976941173;346;173,74;12,16
11.12.2019 14:31;Целевая 7% на Новых;false;235925654;104777460307;38;37,86;2,64
15.12.2019 12:42;Целевая 7% на Новых;false;296085284;105187329934;1 233;617,43;43,21
19.12.2019 16:10;Целевая 7% на Новых;false;214155655;105559899413;2 073;1 036,46;72,55
26.12.2019 11:33;Целевая 7% на Новых;false;213342073;106289834506;223;153,97;4,62
12.12.2019 18:00;Целевая 7% на Новых;false;213765820;104914627694;800;400,37;28,03
04.12.2019 16:22;Целевая 7% на Новых;false;230964687;104032105461;394;197,76;13,84
20.12.2019 15:29;Целевая 7% на Новых;false;226161001;105692690783;3 661;2 161,21;151,28
20.12.2019 8:37;Целевая 7% на Новых;false;214074027;105657734402;214;107,21;3,22
03.01.2020 11:44;Целевая 7% на Новых;false;231027862;106996091145;882;440,93;30,86
17.12.2019 10:52;Целевая 6% на Отток;false;220859521;105370918702;493;247,20;7,42
05.12.2019 18:46;Целевая 6% на Отток;false;235188314;104171972407;906;882,14;52,94
13.12.2019 12:43;Целевая 7% на Новых;false;307704672;104994971151;615;323,72;22,67
25.12.2019 13:21;Целевая 7% на Новых;false;230488307;106207409277;3 120;1 560,17;109,22
27.12.2019 14:03;Целевая 7% на Новых;false;213931347;106438307107;97;97,47;6,82
20.12.2019 17:37;Контрольная 7% на Новых;true;241962022;105704447066;110;110,18;3,31
29.12.2019 14:48;Целевая 7% на Новых;false;251935833;106691771609;394;394,10;27,59
03.01.2020 17:56;Целевая 7% на Новых;false;244983722;107025899956;568;567,85;39,75
17.12.2019 14:43;Целевая 6% на Отток;false;218244521;105386477013;288;144,08;8,64
22.12.2019 17:01;Контрольная 7% на Новых;true;202498939;105908253167;124;123,60;3,72
09.12.2019 11:04;Целевая 7% на Новых;false;213011794;104535260623;274;138,15;9,66
30.12.2019 19:05;Целевая 7% на Новых;false;212409179;106809339972;297;296,64;8,90
04.12.2019 15:58;Целевая 7% на Новых;false;304738922;104029397478;112;111,59;7,81
10.12.2019 12:48;Целевая 7% на Новых;false;212669626;104681468743;51;25,43;1,78
29.12.2019 17:49;Целевая 7% на Новых;false;218614811;106706957794;83;83,34;2,50
07.12.2019 12:09;Целевая 6% на Отток;false;213612417;104360596776;579;290,48;8,72
02.01.2020 16:28;Целевая 6% на Отток;false;223823211;106988425743;162;81,93;4,92
26.12.2019 21:34;Целевая 7% на Новых;false;214400320;106346192533;184;183,63;5,51
30.12.2019 13:57;Контрольная 7% на Новых;true;212986567;106784370250;83;83,34;2,50
29.12.2019 15:32;Целевая 7% на Новых;false;239585325;106695089762;225;221,02;6,62
29.12.2019 17:36;Целевая 7% на Новых;false;227835826;106705773903;285;142,67;9,99
09.12.2019 19:28;Целевая 7% на Новых;false;216533635;104598854030;130;130,24;9,13
09.12.2019 9:43;Целевая 7% на Новых;false;227886187;104525837917;63;63,14;4,42
06.12.2019 14:45;Целевая 6% на Отток;false;232352024;104244454900;391;196,35;11,78
25.12.2019 9:29;Целевая 7% на Новых;false;238268440;106192146923;193;97,47;6,82
17.12.2019 16:54;Целевая 7% на Новых;false;247210566;105398165383;564;282,51;19,78
22.12.2019 17:01;Целевая 7% на Новых;false;213112656;105908265276;14;13,98;0,99
13.12.2019 12:32;Целевая 7% на Новых;false;292327159;104994254602;43;21,73;1,53
03.12.2019 17:10;Целевая 7% на Новых;false;214161115;103934723280;226;226,01;15,82
28.12.2019 16:57;Контрольная 7% на Новых;true;212881391;106585046640;2 110;1 055,18;31,66
11.12.2019 9:27;Целевая 7% на Новых;false;446608606;104758001589;27;26,84;1,88
19.12.2019 11:35;Целевая 7% на Новых;false;213213383;105536940633;196;98,88;6,92
19.12.2019 17:54;Целевая 7% на Новых;false;202827354;105569196321;1 489;863,50;60,44
20.12.2019 14:32;Целевая 6% на Отток;false;213052791;105687316950;166;166,12;9,97
07.12.2019 17:23;Целевая 6% на Отток;false;219001442;104385534983;68;67,80;4,07
02.01.2020 13:18;Целевая 6% на Отток;false;212954648;106986203721;238;194,93;5,85
31.12.2019 13:27;Целевая 7% на Новых;false;225483848;106901884251;1 027;515,58;36,09
19.12.2019 8:32;Контрольная 7% на Новых;true;217214246;105530253437;761;380,68;11,43
30.12.2019 17:58;Целевая 7% на Новых;false;213842527;106804022107;68;67,80;4,75
29.12.2019 13:03;Целевая 6% на Отток;false;230399163;106682424398;876;875,78;52,55
24.12.2019 13:59;Целевая 7% на Новых;false;212621355;106113843631;361;180,81;12,66
24.12.2019 20:00;Целевая 6% на Отток;false;213505656;106146127630;1 048;524,06;15,72
02.01.2020 14:00;Целевая 7% на Новых;false;226562198;106986612448;453;227,42;15,92
03.01.2020 13:13;Целевая 7% на Новых;false;214291493;107000205844;4 614;2 306,84;69,20
13.12.2019 14:35;Целевая 7% на Новых;false;313091135;105004043687;1 466;1 443,63;101,05
13.12.2019 12:48;Целевая 7% на Новых;false;253913677;104995165197;69;68,76;4,82
03.12.2019 10:34;Контрольная 7% на Новых;true;235945010;103893466132;1 603;1 245,17;37,36
03.12.2019 12:26;Целевая 7% на Новых;false;213269833;103905405603;483;241,58;16,91
11.12.2019 17:20;Целевая 7% на Новых;false;213352824;104793385696;2 475;1 237,40;86,62
15.12.2019 16:12;Целевая 7% на Новых;false;253553849;105204199339;177;176,57;5,30
15.12.2019 11:32;Целевая 7% на Новых;false;219506543;105183896328;196;98,88;2,97
31.12.2019 16:53;Целевая 7% на Новых;false;212638131;106919448368;1 157;1 104,77;77,32
06.12.2019 16:49;Контрольная 6% на Отток;true;213268861;104255553193;3 322;3 321,96;99,66
27.12.2019 11:42;Целевая 6% на Отток;false;234511091;106424485724;7;7,06;0,42
16.12.2019 9:53;Целевая 6% на Отток;false;219931995;105257352830;42;42,38;1,27
16.12.2019 12:28;Целевая 7% на Новых;false;228110684;105269451994;961;480,41;14,41
08.12.2019 16:35;Целевая 7% на Новых;false;242459496;104465750206;378;190,27;13,32
23.12.2019 14:41;Целевая 7% на Новых;false;213987108;106005717634;182;91,82;6,43
05.12.2019 18:42;Целевая 7% на Новых;false;235076966;104171669379;2 532;2 175,34;152,27
28.12.2019 16:26;Целевая 7% на Новых;false;235208850;106582084773;449;224,60;15,72
20.12.2019 17:24;Целевая 7% на Новых;false;220574341;105703193510;275;206,94;14,49
07.12.2019 12:27;Целевая 7% на Новых;false;236147625;104361838292;818;409,50;28,67
02.01.2020 14:20;Целевая 7% на Новых;false;213062275;106986841371;822;821,97;57,55
17.12.2019 17:07;Контрольная 6% на Отток;true;203113830;105399187951;1 542;1 541,80;46,26
30.12.2019 8:41;Целевая 7% на Новых;false;212359724;106765217646;100;100,29;7,02
25.12.2019 15:09;Целевая 7% на Новых;false;236103686;106216119211;182;182,22;12,76
27.12.2019 11:14;Целевая 7% на Новых;false;224536627;106422441442;683;651,19;45,58
21.12.2019 11:46;Целевая 7% на Новых;false;213095790;105792199794;189;189,14;5,68
16.12.2019 14:33;Целевая 7% на Новых;false;242607052;105279941222;809;809,39;56,66
24.12.2019 21:00;Целевая 7% на Новых;false;237221621;106151554475;393;196,35;13,74
17.12.2019 10:28;Целевая 7% на Новых;false;214013006;105369381367;47;24,30;1,71
27.12.2019 8:51;Целевая 6% на Отток;false;220736756;106412624104;2 445;2 370,27;142,22
27.12.2019 12:10;Целевая 7% на Новых;false;213566746;106427281912;97;59,33;4,15
21.12.2019 10:39;Целевая 6% на Отток;false;220858805;105788798297;127;126,99;3,81
21.12.2019 18:05;Контрольная 7% на Новых;true;246246333;105824210679;2 096;2 095,67;62,87
16.12.2019 13:16;Целевая 7% на Новых;false;318450910;105273010417;359;179,96;12,60
16.12.2019 12:47;Целевая 7% на Новых;false;218356730;105270978513;477;238,72;16,71
04.12.2019 8:15;Целевая 7% на Новых;false;220519560;103991944244;29;28,90;0,86
23.12.2019 22:42;Целевая 7% на Новых;false;249605032;106054270667;113;113,29;7,94
24.12.2019 11:34;Целевая 6% на Отток;false;232388339;106103664605;83;83,34;5,00
24.12.2019 17:25;Целевая 7% на Новых;false;272717141;106131593783;459;417,55;12,53
24.12.2019 17:01;Целевая 7% на Новых;false;249023427;106129503923;83;83,34;5,83
03.01.2020 13:20;Целевая 7% на Новых;false;245226105;107000772919;1 188;690,74;48,35
17.12.2019 11:52;Целевая 7% на Новых;false;236497699;105374447598;7;7,06;0,49
13.12.2019 10:16;Целевая 7% на Новых;false;254535790;104985934119;107;53,68;3,76
18.12.2019 9:35;Целевая 7% на Новых;false;213197664;105449036623;225;113,00;7,91
18.12.2019 15:10;Целевая 7% на Новых;false;315647114;105469881533;1 438;718,99;50,33
06.12.2019 17:06;Целевая 6% на Отток;false;230410169;104257858089;417;416,56;25,00
12.12.2019 18:40;Целевая 7% на Новых;false;216784987;104918381994;384;192,11;13,45
12.12.2019 15:54;Целевая 6% на Отток;false;213183608;104902992274;1 968;1 968,48;59,06
24.12.2019 12:51;Целевая 7% на Новых;false;236509629;106108675343;57;29,18;2,05
17.12.2019 18:58;Целевая 7% на Новых;false;213199884;105408154149;155;77,69;2,33
22.12.2019 15:56;Целевая 7% на Новых;false;240672710;105902650278;48;47,74;3,33
13.12.2019 10:41;Целевая 7% на Новых;false;213231680;104987228592;328;164,04;11,48
03.12.2019 12:05;Целевая 7% на Новых;false;212806368;103903957584;1 242;620,82;43,46
09.12.2019 19:28;Целевая 7% на Новых;false;223520904;104598860900;376;376,45;26,36
15.12.2019 14:26;Целевая 6% на Отток;false;250915148;105194896991;705;353,14;21,19
31.12.2019 15:14;Целевая 7% на Новых;false;213077242;106910888991;818;817,87;24,54
25.12.2019 18:34;Целевая 6% на Отток;false;241103664;106234157426;534;266,97;16,02
16.12.2019 13:20;Целевая 6% на Отток;false;251008137;105273308515;252;252,28;7,57
20.12.2019 8:20;Целевая 7% на Новых;false;219244406;105656958914;309;155,38;4,66
07.12.2019 14:58;Целевая 6% на Отток;false;212536191;104374346713;42;42,38;2,54
17.12.2019 18:06;Целевая 7% на Новых;false;227329458;105403959198;27;26,84;1,88
22.12.2019 20:24;Целевая 7% на Новых;false;251881932;105926827477;453;226,72;6,81
03.12.2019 18:38;Целевая 6% на Отток;false;235167558;103943241330;460;230,25;13,81
06.12.2019 10:55;Контрольная 6% на Отток;true;234351805;104223770830;31;31,08;0,93
19.12.2019 19:43;Целевая 6% на Отток;false;212781500;105580347220;159;158,91;4,77
04.12.2019 18:11;Целевая 6% на Отток;false;213034079;104044323429;440;220,36;13,22
03.01.2020 17:02;Целевая 6% на Отток;false;220610988;107020990474;89;45,20;2,71
05.12.2019 14:06;Целевая 7% на Новых;false;266263388;104148148959;41;40,96;2,87
13.12.2019 16:14;Контрольная 7% на Новых;true;240394448;105012674046;1 887;943,59;28,31
26.12.2019 11:00;Целевая 7% на Новых;false;214007682;106288174833;467;233,28;16,33
12.12.2019 11:46;Целевая 6% на Отток;false;212746810;104881195352;93;92,59;5,57
04.12.2019 10:41;Целевая 7% на Новых;false;231896958;103999891277;901;452,02;31,64
